chapter,word,translate,phonetic
章11-4,leather,n. 皮革,ˈleðə(r)
章11-4,maple,n. 枫树；槭树；,ˈmeɪp(ə)l
章11-4,syrup,n. 糖浆；,ˈsɪrəp
章11-4,jar,n. 玻璃罐子；,dʒɑː(r)
章11-4,waffle,n. 华夫饼；,ˈwɒf(ə)l
章11-4,pastry,n. 糕点；馅饼皮,ˈpeɪstri
章11-4,preservative,n. 防腐剂；保护剂；,prɪˈzɜːvətɪv
章11-4,criterion,n. 标准；准则；规范；,kraɪˈtɪəriən
章11-4,partial,adj. 部分的；,ˈpɑːʃ(ə)l
章11-4,exposure,n. 暴露；显露；揭露；,ɪkˈspəʊʒə(r)
章11-4,indigenous,adj. 本土的；当地的；,ɪnˈdɪdʒənəs
章11-4,diameter,n. 直径,daɪˈæmɪtə(r)
章11-4,formation,n. 形成；排列方式；,fɔːˈmeɪʃ(ə)n
章11-4,trunk,n. 树干；大衣箱；象鼻子；,trʌŋk
章11-4,tube,n. [英]地铁；管子；管状物；电视机；,tjuːb
章11-4,bucket,n. 水桶；,ˈbʌkɪt
章11-4,nutrient,n. 营养物；,ˈnjuːtriənt
章11-4,pan,n. 平底锅,pæn
章11-4,steam,n. 蒸汽；,stiːm
章11-4,complaint,n. 投诉；抱怨；,kəmˈpleɪnt
章11-4,comment,v. 评论；表达意见； n. 评论；意见；,ˈkɒment
章11-4,consideration,n. 考虑；,kənˌsɪdəˈreɪʃ(ə)n
章11-4,reliability,n. 可靠,rɪˌlaɪəˈbɪləti
章11-4,crucial,adj. 至关重要的；决定性的；,ˈkruːʃ(ə)l
章11-4,dedication,n. 奉献；献身；,ˌdedɪˈkeɪʃ(ə)n
章11-4,creativity,n. 创造力；创造；,ˌkriːeɪˈtɪvəti
章11-4,imaginative,adj. 有想象力的；,ɪˈmædʒɪnətɪv
章11-4,fundraising,n. 筹款；,ˈfʌndreɪzɪŋ
章11-4,theatrical,adj. 剧场的；戏剧性的；,θiˈætrɪk(ə)l
章11-4,vulnerable,adj. 易受伤的；脆弱的；,ˈvʌlnərəb(ə)l
章11-4,competitive,adj. 有竞争力的；竞争的；,kəmˈpetətɪv
章11-4,inspiring,adj. 鼓舞的；激励的； v. 鼓舞；激励；“inspire”的现在分词；,ɪnˈspaɪərɪŋ
章11-4,poacher,n. 偷猎者；煮（蛋）锅,ˈpəʊtʃə(r)
章11-4,ivory,n. 象牙；象牙色 adj. 象牙色的,ˈaɪvəri
章11-4,enforcement,n. 执行；实施；,ɪnˈfɔːsmənt
章11-4,vet,n. 兽医； v. 审查；,vet
章11-4,manoeuvre,v. 移动；操控； n. （熟练地）移动；,məˈnuːvə(r)
章11-4,tranquiliser,n.镇静剂,ˈtræŋkwɪlaɪzə(r)
章11-4,suffocation,n. 窒息；,ˌsʌfəˈkeɪʃ(ə)n
章11-4,matriarch,n. 女家长；女族长；,ˈmeɪtriɑːk
章11-4,tusk,n. 长牙；獠牙；尖牙；,tʌsk
章11-4,recovery,n. 恢复；复苏；,rɪˈkʌvəri
章11-4,chef,n. 主厨；厨师；,ʃef
章11-4,steep,adj. 陡峭的；急剧升降的；,stiːp
章11-4,slope,n. 斜坡；坡度；,sləʊp
章11-4,provision,n. 供应；预备；,prəˈvɪʒ(ə)n
章11-4,resident,adj. 居住的；常驻的； n. 常住居民；,ˈrezɪdənt
章11-4,clinic,n. 诊所；,ˈklɪnɪk
章11-4,curve,n. 弯曲；曲线； v. （使）弯成弧形；,kɜːv
章11-4,eruption,n. 喷发；爆发；,ɪˈrʌpʃ(ə)n
章11-4,catastrophic,adj. 灾难性的,ˌkætəˈstrɒfɪk
章11-4,consistent,adj. 一致的；始终如一的；,kənˈsɪstənt
章11-4,terminology,n. 术语；,ˌtɜːmɪˈnɒlədʒi
章11-4,haze,n. 霾；薄雾；,heɪz
章11-4,fog,n. 雾,fɒɡ
章11-4,respiratory,adj. 呼吸的；与呼吸有关的；,rɪˈspɪrət(ə)ri
章11-4,weird,adj. 怪异的；古怪的；,wɪəd
章11-4,ambassador,n. 大使,æmˈbæsədə(r)
章11-4,impact,n. 影响力；冲击（力）； v. 对…产生影响；,ˈɪmpækt
章11-4,dramatic,adj. 急剧的；引人注目的；戏剧（性）的；,drəˈmætɪk
章11-4,fallout,n. （核爆炸后的）放射性坠尘；,ˈfɔːlaʊt
章11-4,famine,n. 饥荒,ˈfæmɪn
章11-4,mortality,n. 死亡率；,mɔːˈtæləti
章11-4,diary,n. 日记,ˈdaɪəri
章11-4,briefcase,n. 公文包；手提包,ˈbriːfkeɪs
章11-4,item,n. 一件物品或商品；项目；一则；,ˈaɪtəm
章11-4,waistcoat,n. 背心；马甲；,ˈweɪskəʊt
章11-4,decorative,adj. 装饰性的；作装饰用的；,ˈdekərətɪv
章11-4,stylish,adj. 时髦的；,ˈstaɪlɪʃ
章11-4,profession,n. 职业；专业；,prəˈfeʃ(ə)n
章11-4,possession,n. 拥有；财产；,pəˈzeʃ(ə)n
章11-4,pickpocket,n. 扒手；小偷,ˈpɪkpɒkɪt
章11-4,string,n. 线；弦；,strɪŋ
章11-4,embroidery,n. 刺绣；,ɪmˈbrɔɪdəri
章11-4,photographer,n. 摄影家；摄影师；,fəˈtɒɡrəfə(r)
章11-4,associate,v. 把…联系在一起； adj. 副的； n. 同事；伙伴；,əˈsəʊʃieɪt
章11-4,pale,adj. （颜色）淡的；苍白的；,peɪl
章11-4,signal,n. 信号； v. 用信号通知；,ˈsɪɡnəl
章11-4,reservoir,n. 水库；蓄水池；,ˈrezəvwɑː(r)
章11-4,adventurous,adj. 有冒险精神的；敢于创新的；,ədˈventʃərəs
章11-4,automation,n. 自动化,ˌɔːtəˈmeɪʃ(ə)n
章11-4,optimistic,adj. 乐观的,ˌɒptɪˈmɪstɪk
章11-4,repetitive,adj. 重复的,rɪˈpetətɪv
章11-4,incredible,adj. 难以置信的,ɪnˈkredəb(ə)l
章11-4,innovation,n. 创新；,ˌɪnəˈveɪʃ(ə)n
章11-4,efficient,adj. 效率高的,ɪˈfɪʃ(ə)nt
章11-4,foreseeable,adj. 可预知的,fɔːˈsiːəb(ə)l
章11-4,hairdressing,n. 美发；,ˈheədresɪŋ
章11-4,hairdryer,n. 吹风器,ˈheədraɪə(r)
章11-4,dictation,n. 听写；口述；,dɪkˈteɪʃ(ə)n
章11-4,census,n. 人口普查,ˈsensəs
章11-4,redundant,adj. 多余的；被裁减的；,rɪˈdʌndənt
章11-4,collision,n. 碰撞；,kəˈlɪʒ(ə)n
章11-4,orbit,n. 轨道； v. 绕...轨道而行；,ˈɔːbɪt
章11-4,constellation,n. 星座；一群杰出人物；一系列（相关的想法、事物）,ˌkɒnstəˈleɪʃ(ə)n
章11-4,debris,n. 碎片；残骸；残渣；,ˈdebriː
章11-4,operator,n. 接线员；操作员；,ˈɒpəreɪtə(r)
章11-4,prediction,n. 预测；,prɪˈdɪkʃ(ə)n
章11-4,receptionist,n. 接待员,rɪˈsepʃənɪst
章11-4,cv,abbr. 简历；履历；“curriculum vitae”的缩写,ˌsiː ˈviː
章11-4,entry,n. 进入；入口；条目；参与；参赛作品；,ˈentri
章11-4,gallery,n. 画廊；美术馆；,ˈɡæləri
章11-4,interior,n. 内部； adj. 内部的；,ɪnˈtɪəriə(r)
章11-4,cloakroom,n. 衣帽间；,ˈkləʊkruːm
章11-4,rucksack,n. 帆布背包,ˈrʌksæk
章11-4,shepherd,n. 牧羊人；,ˈʃepəd
章11-4,staircase,n. 楼梯,ˈsteəkeɪs
章11-4,variation,n. 变化；变动；,ˌveəriˈeɪʃ(ə)n
章11-4,origami,n.折纸艺术,ˌɒrɪˈɡɑːmi
章11-4,verbal,adj. 口头的；语言的；,ˈvɜːb(ə)l
章11-4,clumsy,adj. 笨拙的；不灵巧的；,ˈklʌmzi
章11-4,fraction,n. 小部分；,ˈfrækʃ(ə)n
章11-4,symmetry,n. 对称,ˈsɪmətri
章11-4,literary,adj. 文学的,ˈlɪtərəri
章11-4,genius,n. 天才；,ˈdʒiːniəs
章11-4,criticism,n. 批评；指责；评论；,ˈkrɪtɪsɪzəm
章11-4,portrait,n. 肖像；,ˈpɔːtreɪt
章11-4,intricate,adj. 错综复杂的,ˈɪntrɪkət
章11-4,shadowy,adj. 模糊的；幽暗的；,ˈʃædəʊi
章11-4,solemn,adj. 庄严的；,ˈsɒləm
章11-4,lounge,n. 休息室；,laʊndʒ
章11-4,acre,n. 英亩,ˈeɪkə(r)
章11-4,hectare,n. 公顷,ˈhekteə(r)
章11-4,oak,n. 栎树；橡树；橡木；,əʊk
章11-4,plantation,n. 耕地；种植园；,plɑːnˈteɪʃ(ə)n
章11-4,gravel,n. 砾石；沙砾；,ˈɡræv(ə)l
章11-4,rhythm,n. 节奏；,ˈrɪðəm
章11-4,tempo,n. 拍子；节奏；,ˈtempəʊ
章11-4,self-confidence,n. 自信心,ˌself ˈkɒnfɪdəns
章11-4,practical,adj. 实用的；实际的；实践的；,ˈpræktɪk(ə)l
章11-4,sickness,n. 疾病；,ˈsɪknəs
章11-4,coordinator,n. 协调者；,kəʊˈɔːdɪneɪtə(r)
章11-4,chord,n. 和弦；心弦；,kɔːd
章11-4,hopeless,adj. 绝望的,ˈhəʊpləs
章11-4,reassuring,adj. 令人安心的； v. “reassure”的现在分词；,ˌriːəˈʃʊərɪŋ
章11-4,thumb,n. 大拇指；,θʌm
章11-4,clap,v. 鼓掌；拍手 n. 鼓掌；拍手,klæp
章11-4,impressive,adj. 令人印象深刻的；,ɪmˈpresɪv
章11-4,stuff,n. 东西；原料； v. 塞；填充；,stʌf
章11-4,salmon,n. 鲑鱼；三文鱼；大马哈鱼；,ˈsæmən
章11-4,shellfish,n. 水生有壳动物,ˈʃelfɪʃ
章11-4,curry,n. 咖喱食品,ˈkʌri
章11-4,prawn,n. 对虾；,prɔːn
章11-4,seaweed,n. 海藻；海草；,ˈsiːwiːd
章11-4,mango,n. 芒果,ˈmæŋɡəʊ
章11-4,melon,n. 瓜；甜瓜；,ˈmelən
章11-4,tart,adj. 酸的；辛辣的；尖酸的；刻薄的 n. 甜果馅饼；骚货；妓女,tɑːt
章11-4,strawberry,n. 草莓,ˈstrɔːbəri
章11-4,sushi,n. 寿司（日本米食）,ˈsuːʃi
章11-4,cold room,冷库,ˈkəʊld ruːm
章11-4,frostbite,n. 冻伤；冻疮；,ˈfrɒstbaɪt
章11-4,footbridge,n. 人行桥；步行桥；,ˈfʊtbrɪdʒ
章11-4,municipal,adj. 市政的；市的；,mjuːˈnɪsɪp(ə)l
章11-4,poplar,n. 白杨；杨树；,ˈpɒplə(r)
章11-4,pancake,n. 薄烤饼,ˈpænkeɪk
章11-4,barbecue,n. 户外烧烤；烤架；,ˈbɑːbɪkjuː
章11-4,northern,adj. 北方的,ˈnɔːðən
章11-4,rectangular,adj. 矩形的；长方形的；,rekˈtæŋɡjələ(r)
章11-4,generous,adj. 慷慨的；大方的；,ˈdʒenərəs
章11-4,vision,n. 想象；视力；视野；,ˈvɪʒ(ə)n
章11-4,short-sighted,adj. 近视的；目光短浅的,ˌʃɔːt ˈsaɪtɪd
章11-4,surgery,n. 外科手术,ˈsɜːdʒəri
章11-4,coastguard,n.海上警卫队,ˈkəʊstɡɑːd
章11-4,sailor,n. 水手；海员；,ˈseɪlə(r)
章11-4,swimmer,n. 游泳运动员；游泳者；,ˈswɪmə(r)
章11-4,technique,n. 技术；技巧；,tekˈniːk
章11-4,knot,n. 结；（树） 节；,nɒt
章11-4,expertise,n. 专门知识；专门技能；,ˌekspɜːˈtiːz
章11-4,incident,n. 事件；,ˈɪnsɪdənt
章11-4,illustrator,n. （书等的）插图画家,ˈɪləstreɪtə(r)
章11-4,magical,adj. 奇妙的；魔术的；有魔力的；,ˈmædʒɪk(ə)l
章11-4,0.75 m,num. 0.75 米（即 75 厘米，用于表示长度）,
章11-4,hilarious,adj. 非常滑稽的,hɪˈleəriəs
章11-4,distraction,n. 分心；,dɪˈstrækʃ(ə)n
章11-4,genre,n. （文艺作品的）类型；,ˈʒɒnrə
章11-4,podcast,n. 播客,ˈpɒdkɑːst
章11-4,asthma,n. 哮喘,ˈæsmə
章11-4,chickpea,n. 鹰嘴豆,ˈtʃɪkpiː
章11-4,stale,adj. 不新鲜的；,steɪl
章11-4,appetising,adj. 开胃的；,ˈæpɪtaɪzɪŋ
章11-4,sensitive,adj. 敏感的；感情脆弱的；体贴的；善解人意的；,ˈsensətɪv
章11-4,sensor,n. 传感器；,ˈsensə(r)
章11-4,bump,v. 撞；碰上；颠簸行进； n. 碰撞；猛击；肿块；凸块；,bʌmp
章11-4,solid,adj. 固体的；坚固的；可靠的； n. 固体；,ˈsɒlɪd
章11-4,proactive,adj. 积极主动的；,ˌprəʊˈæktɪv
章11-4,gluten,n.麸质,ˈɡluːtn
章11-4,lactose free,adj.不含乳糖的,ˈlæktəʊs friː
章11-4,intolerance,n. 不容忍；不容异己；偏狭,ɪnˈtɒlərəns
章11-4,celebrity,n. 名人；,səˈlebrəti
章11-4,takeaway,n. 外卖餐馆；外卖食物；,ˈteɪkəweɪ
章11-4,footwear,n. 鞋类；,ˈfʊtweə(r)
章11-4,trainers,n. 教练员；运动鞋；训练者；驯兽师；“trainer”的复数；,ˈtreɪnəz
章11-4,hard-wearing,adj.禁穿的，耐磨的,ˌhɑːd ˈweərɪŋ
章11-4,scruffy,adj. 邋遢的；,ˈskrʌfi
章11-4,suede,n. 绒面革；,sweɪd
章11-4,beige,adj. 米黄色的；,beɪʒ
章11-4,marathon,n. 马拉松赛跑；耐力赛；,ˈmærəθən
章11-4,identical,adj. 相同的；同样的；,aɪˈdentɪk(ə)l
章11-4,perspective,n. 视角；观点；（对事物的）合理判断；,pəˈspektɪv
章11-4,depressing,adj. 令人抑郁的；令人沮丧的；令人消沉的； v. “depress”的现在分词；,dɪˈpresɪŋ
章11-4,permission,n. 许可；批准；,pəˈmɪʃ(ə)n
章11-4,tag,n. 标签；标记； v. 加标签于；,tæɡ
章11-4,pellet,n. 小球；,ˈpelɪt
章11-4,paperback,n. 平装书；平装本；,ˈpeɪpəbæk
章11-4,hardback,n. 硬封面的书；精装本,ˈhɑːdbæk
章11-4,eye-catching,adj. 引人注目的；显眼的,ˈaɪ kætʃɪŋ
章11-4,toddler,n. 学步的儿童,ˈtɒdlə(r)
章11-4,pushchair,n.折叠式幼儿小推车,ˈpʊʃtʃeə(r)
章11-4,archaeologist,n. 考古学家,ˌɑːkiˈɒlədʒɪst
章11-4,row,n. 排；,rəʊ
章11-4,probe,n. 探测器； v. 探查；,prəʊb
章11-4,bog,n. 沼泽；,bɒɡ
章11-4,acidity,n. 酸性；酸味；,əˈsɪdəti
章11-4,peat,n. 泥炭；泥煤；,piːt
章11-4,deficiency,n. 缺乏；,dɪˈfɪʃ(ə)nsi
章11-4,predecessor,n. 前任；前辈；原有事物,ˈpriːdəsesə(r)
章11-4,fragment,n. 碎片；断片；片段；,ˈfræɡmənt
章11-4,paddock,n. （牧马的）小围场；检阅场；设有围栏的一片土地；,ˈpædək
章11-4,circumstance,n. 情况；,ˈsɜːkəmstəns
章11-4,abandonment,n. 放弃；抛弃；,əˈbændənmənt
章11-4,rotation,n. 循环；旋转；,rəʊˈteɪʃ(ə)n
章11-4,intensive,adj. 密集的；,ɪnˈtensɪv
章11-4,microscopic,adj. 极小的；微观的；,ˌmaɪkrəˈskɒpɪk
章11-4,precise,adj. 准确的；确切的；,prɪˈsaɪs
章11-4,suction,n. 吸；抽吸；吸出；,ˈsʌkʃ(ə)n
章11-4,organ,n. 器官；,ˈɔːɡən
章11-4,cavity,n. 腔；洞；,ˈkævəti
章11-4,radiation,n. 辐射；,ˌreɪdiˈeɪʃ(ə)n
章11-4,metabolism,n. 新陈代谢,məˈtæbəlɪzəm
章11-4,gel,n. 凝胶体；,dʒel
章11-4,thread,n. 线； v. 穿过；,θred
章11-4,synthetic,adj. 合成的；,sɪnˈθetɪk
章11-4,lorry,n. 卡车；载重汽车；,ˈlɒri
章11-4,conclusive,adj. 无可置疑的；决定性的；,kənˈkluːsɪv
章11-4,legislation,n. 法规；立法；,ˌledʒɪsˈleɪʃ(ə)n
章11-4,toothpaste,n. 牙膏,ˈtuːθpeɪst
章11-4,fertilizer,n. 肥料,ˈfɜːtəlaɪzə(r)
章11-4,earthworm,n. 蚯蚓,ˈɜːθwɜːm
章11-4,subsequent,adj. 随后的；后来的；,ˈsʌbsɪkwənt
章11-4,ingestion,n. 摄食；,ɪnˈdʒestʃən
章11-4,conventional,adj. 传统的；惯例的；,kənˈvenʃən(ə)l
章11-4,rye,n. 黑麦；裸麦；,raɪ
章11-4,particle,n. 微粒；粒子；,ˈpɑːtɪk(ə)l
章11-4,reforestation,n.再造林,ˌriːfɒrɪˈsteɪʃ(ə)n
章11-4,invasive,adj. 侵入的；,ɪnˈveɪsɪv
章11-4,capture,v. 记录；准确地描述；俘虏；吸引； n. 抓捕；,ˈkæptʃə(r)
章11-4,intervention,n. 干预；介入；调解；,ˌɪntəˈvenʃ(ə)n
章11-4,disperser,n. 分散器；分散装置,dɪˈspɜːsə(r)
章11-4,low impact,phrase. 低的影响,ləʊ ˈɪmpækt
章11-4,alternative energy,phrase. 替代能源,ɔːlˌtɜːnətɪv ˈenədʒi
章11-4,roads and bridges,n. 道路与桥梁,rəʊdz ænd ˈbrɪdʒɪz
章11-4,high absence rate,n. 高缺勤率；指员工或学生缺勤次数频繁或比例较高的情况,/haɪ ˈæbsəns reɪt/
章11-4,persuasive writing,n. 说服性写作；旨在通过论证、情感诉求或可信证据来影响读者观点或行为的文字表达方式,pəˈsweɪsɪv ˈraɪtɪŋ
章11-4,academic essays,n. 学术论文；学术性文章,/ˌæk.əˈdem.ɪk ˈes.eɪz/
章11-4,Ocean conditions,n. 海洋状况；海况（指海面风浪、潮汐、温度、盐度等环境因素的综合状态）,ˈəʊʃn kənˈdɪʃnz
章11-4,Study ability,n. 学习能力；指个体获取、理解、记忆和应用知识的能力,ˈstʌdi əˈbɪlɪti
章11-4,simple memories,n. 简单的回忆；朴素的记忆,ˈsɪmpl ˈmemərɪz
章11-4,information sector,phrase. 信息行业；信息产业,ˌɪnfəˈmeɪʃ(ə)n ˈsektə(r)
章11-4,digital store,phrase. 数字商店；数字存储,ˈdɪdʒɪt(ə)l stɔː(r)
章11-4,volcanic dust,phrase. 火山灰,vɒlˈkænɪk dʌst
章11-4,barcode,n. 条码,ˈbɑːkəʊd
章11-4,climate change,phrase. 气候变化,ˈklaɪmət tʃeɪndʒ
章11-4,learning difficulty,phrase. 学习障碍；学习困难,ˈlɜːnɪŋ dɪfɪkəlti
章11-4,Reading difficulty,n. 阅读困难；阅读障碍,ˈriːdɪŋ dɪfɪkəlti
章11-4,low nutrition,phrase. 低营养,ləʊ njuˈtrɪʃ(ə)n
章11-4,desert habitat,n. 沙漠栖息地；指生物在干旱、少雨的沙漠环境中生存的自然场所,ˈdɛzət ˈhæbɪˌtæt
章11-4,no change,n. 无变化；零钱未动；无需找零,nəʊ tʃeɪndʒ
章11-4,extra resources,n. 额外资源；附加资源,ɪkˈstrɑː rɪˈsɔːsɪz
章11-4,private property,phrase. 私有财产；私有制,ˈpraɪvət ˈprɒpəti
章11-4,fruit growing,n. 水果种植；果树栽培,fruːt ˈɡrəʊɪŋ
章11-4,specialised software,专门的软件,ˈspɛʃəlaɪzd ˈsɒftweə(r)
章11-4,chewing gum,n. 口香糖,ˈtʃuːɪŋ ɡʌm
章11-4,water pipes,n. 水管,ˈwɔːtə paɪps
章11-4,big company,n. 大公司,bɪɡ ˈkʌmpəni
章11-4,action plan,n. 行动计划；为实现特定目标而制定的具体步骤方案,ˈækʃn plæn
章11-4,window glass,phrase. 窗户玻璃,ˈwɪndəʊ ɡlɑːs
章11-4,road building,n. 道路建设；筑路工程,rəʊd ˈbɪldɪŋ
章11-4,knife handle,n. 刀柄；刀具握把,naɪf ˈhændl
章11-4,olive oil,phrase. 橄榄油,ˌɒlɪv ˈɔɪl
章11-4,goat skin,n. 山羊皮；用山羊皮制成的材料,gəʊt skɪn
章11-4,high temperatures,n. 高温；高温状态,/haɪ ˈtɛmp(ə)rətʃəz/
章11-4,Land bridge,n. 陆桥,ˈlænd brɪdʒ
章11-4,fresh meat,n. 鲜肉,freʃ miːt
章11-4,food intake,phrase. 食物摄取,fuːd ˈɪnteɪk
章11-4,eating pattern,n. 饮食模式；进食规律,ˈiːtɪŋ ˈpætən
章11-4,transport museum,n. 交通博物馆（展示交通工具历史与发展的博物馆）,trænspɔːt mjuːˈziːəm
章11-4,water tanks,n. 水箱；储水罐（复数）,ˈwɔːtə tæŋks
章11-4,government election,phrase. 政府选举,ˈɡʌvənmənt ɪˈlekʃ(ə)n
章11-4,car tax,n. 汽车税；车辆使用税,kɑː tæks
章11-4,food chain,phrase. 食物链,ˈfuːd tʃeɪn
章11-4,textile factory,n. 纺织厂；生产纺织品的工厂,ˈtɛkstaɪl ˈfæktəri
章11-4,tea tree oil,n. 茶树油；一种从澳洲茶树叶子中提取的精油，常用于天然抗菌和护肤产品中,tiː trɪː ɔɪl
章11-4,video cameras,n. 摄影机,ˈvɪdiəʊ ˈkæmərəz
章11-4,carbon dioxide,phrase. 二氧化碳,ˌkɑːbən daɪˈɒksaɪd
章11-4,global warming,n. 全球变暖,ˌɡləʊb(ə)l ˈwɔːmɪŋ
章11-4,online service,phrase. 在线服务,ˌɒnˈlaɪn ˈsɜːvɪs
章11-4,social activities,phrase. 社会活动,ˈsəʊʃ(ə)l ækˈtɪvɪtɪz
章11-4,further training,phrase. 深造；进修,ˈfɜːðə ˈtreɪnɪŋ
章11-4,internal flight,n. 国内航班；境内航班,ɪnˈtɜːnl flʌɪt
章11-4,traffic flow,phrase. 交通流量,ˈtræfɪk fləʊ
章11-4,short stroke,n. 短行程；短冲程（指机械或运动中活塞、笔画等的短距离移动）,ʃɔːt strəʊk
章11-4,large-scale housing,phrase. 大规模住房,lɑːdʒ skeɪl ˈhaʊzɪŋ
章11-4,group meeting,n. 小组会议；团体讨论,ˈɡruːp ˈmiːtɪŋ
章11-4,standard feedback,n. 标准反馈；指按照既定规范或常规提供的评价或回应,ˈstændəd ˈfiːdbæk
章11-4,mission statement,phrase. 宗旨；使命宣言,ˈmɪʃ(ə)n steɪtmənt
章11-4,training session,n. 训练课程；培训时段,ˈtreɪnɪŋ ˈsɛʃən
章11-4,soil damage,n. 土壤损害；指因侵蚀、污染、过度耕作等原因导致土壤质量下降或结构破坏的现象,sɔɪl ˈdæmɪdʒ
章11-4,broken axe,adj. 损坏的斧头；断裂的斧头,ˈbrəʊkən æks
章11-4,fish bones,n. 鱼刺；鱼骨,fɪʃ bəʊnz
章11-4,triangle-shaped,adj. 三角形状的,ˈtraɪæŋɡl ʃeɪpt
章11-4,absence rate,n. 缺勤率；指在特定时期内人员缺勤的频率或比例,/ˈæbsəns reɪt/
章11-4,green tax,n. 环保税,ɡriːn tæks
章11-4,transport service,n. 运输服务,ˈtrænspɔːt ˈsɜːvɪs
章11-4,sleeping disturbance,n. 睡眠障碍；睡眠紊乱,ˈsliːpɪŋ dɪˈstɜːbəns
章11-4,public square,n. 广场,ˈpʌblɪk skweə(r)
章11-4,feeding time,phrase. 喂食时间,ˈfiːdɪŋ taɪm
章11-4,vertical cabin,n. 垂直舱室；竖直方向的机舱或船舱,ˈvɜːtɪkl ˈkæbɪn
章11-4,ask for apology,短语动词. 请求道歉；要求对方认错,æsk fɔːr əˈpɒlədʒi
章11-4,voices and faces,n. 声音与面孔（复数形式，常指多个说话者的声音和他们的面容）,/ˈvɔɪsɪz ənd ˈfeɪsɪz/
章11-4,heart rate,phrase. 心率,ˈhɑːt reɪt
章11-4,red blood cell,phrase. 红细胞；红血球,ˌred ˈblʌd sel
章11-4,indian tribes,n. 印第安部族；美洲原住民部落,/ˈɪndiən traɪbz/
章11-4,grain pattern,n. 木纹图案；纹理样式（指木材、皮革等材料表面的天然纹理走向和排列方式）,greɪn ˈpætən
章11-4,prime motivation,n. 首要动机；最主要的动力,praɪm məʊtɪˈveɪʃn
章11-4,streets and roads,n. 街道与道路（泛指城市或乡村中的通行路径）,striːts ənd rəʊdz
章11-4,forest planet,n. 森林星球（指被茂密森林覆盖的行星，常用于科幻作品中）,ˈfɒrɪst ˈplænɪt
章11-4,ship building,phrase. 造船,ʃɪp ˈbɪldɪŋ
章11-4,natural fibre,n.自然纤维,ˈnætʃrəl ˈfaɪbə
章11-4,melting pot,phrase. 熔炉,ˈmeltɪŋ pɒt
章11-4,carbon mining,n. 碳开采；指从地下或环境中提取碳资源的过程，也可引申为通过技术手段捕获和储存二氧化碳以减少温室气体排放的行为,ˈkɑːbən ˈmaɪnɪŋ
章11-4,fishing lesson,phrase. 钓鱼课,ˈfɪʃɪŋ ˈles(ə)n
章11-4,known world,n. 已知世界；人类已探索或了解的地区,nəʊn wɜːld
章11-4,silver coins,n. 银币,ˈsɪlvə kɔɪnz
章11-4,roman emperor,n. 罗马皇帝,ˈrəʊmən ˈempərə(r)
章11-4,social conformity,n. 社会从众性；指个体在社会压力下调整自身行为或信念以符合群体规范或期望的现象,ˈsəʊʃl kənˈfɔːmɪti
章11-4,law firm,n. 律师事务所,lɔː fɜːm
章11-4,protective clothing,phrase. 防护服,prəˈtektɪv ˈkləʊðɪŋ
章11-4,market share,phrase. 市场交易额；市场份额；市场占有率,ˌmɑːkɪt ˈʃeə(r)
章11-4,reflective practice,n. 反思实践；反思性实践；通过系统回顾自身经验以改进行动与学习的专业实践方式,/rɪˈflɛktɪv ˈpræktɪs/
章11-4,habitat loss,n. 栖息地丧失；生态环境被破坏导致生物无法生存的现象,ˈhæbɪtæt lɒs
章11-4,rich experiences,n. 丰富的经验；多彩的经历；充实的人生体验,rɪʃ ɪkˈspɪəriənsɪz
章11-4,welcome home,短语. 欢迎回家,/ˈwɛlkəm həʊm/
章11-4,durable contracture,adj. 持久的挛缩（指肌肉或关节长期处于缩短状态，难以恢复正常长度的病理状态）,ˈdjʊərəbl kənˈtræktʃə(r)
章11-4,land resources,n. 土地资源；陆地资源,lænd rɪˈsɔːsɪz
章11-4,fish farming,n. 鱼类养殖,fɪʃ ˈfɑːmɪŋ
章11-4,hospitality industry,n. 酒店业； hospitality 业；指提供住宿、餐饮、旅游及相关服务的行业,ˌhɒspɪˈtæləti ˈɪndəstri
章11-4,time and sequence,n.（儿童学习认知方面的）时间和顺序，时间感和顺序感,
章11-4,language barrier,n. 语言障碍,ˈlæŋɡwɪdʒ ˈbæriə(r)
章11-4,wealthy people,n. 富人；有钱人,ˈwelθi ˈpiːp(ə)l
章11-4,food prices,n. 食品价格；食物的售价,fʊd praɪsɪz
章11-4,presence rate,n. 到场率；出席率；存在比率,ˈprezns reɪt
章11-4,direct route,n. 直接的路线；最短路径,dɪˈrekt ruːt
章11-4,tracking devices,n. 跟踪设备；用于追踪位置或移动的装置,ˈtrækɪŋ dɪˈvaɪsɪz
章11-4,operation manager,n. 运营经理；负责日常业务运作与流程管理的管理人员,/ˌɒpəˈreɪʃ(ə)n ˈmænɪdʒə/
章11-4,fish hooks,n. 鱼钩；钓鱼用的钩子,fɪʃ hʊks
章11-4,rare glass,n. 稀有玻璃；珍奇玻璃制品,/reə(r) ɡlɑːs/
章11-4,cooperation process,n. 合作过程；协作流程,kəʊˌɒpəˈreɪʃn ˈprəʊsɛs
章11-4,social glue,n. 社会粘合剂,ˈsəʊʃ(ə)l ɡluː
章11-4,carpet case,n. 行李箱中的毛毯盒；地毯式搜查案件（引申义）,ˈkɑːpɪt keɪs
章11-4,transport system,n. 运输系统；交通系统,trænˈspɔːt ˈsɪstəm
章11-4,hand torch,n. 手持式手电筒；便携式火炬,hænd tɔːtʃ
